# Time Signal
0.023750 -0.969212
0.023875 -0.556061
0.024000 0.099125
0.024125 0.758673
0.024250 0.814168
0.024375 0.806232
0.024500 0.133299
0.024625 -0.536954
0.024750 -0.850691
0.024875 -0.574691
0.025000 0.191776
0.025125 0.804634
0.025250 1.161347
0.025375 0.900548
0.025500 0.066755
0.025625 -0.708202
0.025750 -1.134413
0.025875 -0.575101
0.026000 0.155583
0.026125 0.537908
0.026250 1.059883
0.026375 0.606327
0.026500 0.051794
0.026625 -0.815452
0.026750 -0.919752
0.026875 -0.780358
0.027000 -0.068485
0.027125 0.599674
0.027250 0.829664
0.027375 0.760337
0.027500 -0.110536
0.027625 -0.646654
0.027750 -0.995726
0.027875 -0.518518
0.028000 -0.087978
0.028125 0.725546
0.028250 1.087707
0.028375 0.552420
0.028500 -0.011407
0.028625 -0.670092
0.028750 -0.822273
0.028875 -0.726736
0.029000 -0.065465
0.029125 0.846178
0.029250 0.973805
0.029375 0.508400
0.029500 -0.062024
0.029625 -0.667716
0.029750 -0.866703
0.029875 -0.813554
0.030000 0.070186
0.030125 0.700285
0.030250 0.992774
0.030375 0.629089
0.030500 0.084833
0.030625 -0.834087
0.030750 -0.951271
0.030875 -0.890764
0.031000 -0.034410
0.031125 0.785499
0.031250 1.069575
0.031375 0.762170
0.031500 -0.061157
0.031625 -0.833253
0.031750 -0.956358
0.031875 -0.656246
0.032000 0.092301
0.032125 0.638456
0.032250 1.096175
0.032375 0.587990
0.032500 0.168373
0.032625 -0.633208
0.032750 -0.938748
0.032875 -0.804194
0.033000 0.012975
0.033125 0.542156
0.033250 0.904199
0.033375 0.858066
0.033500 0.074445
0.033625 -0.869607
0.033750 -1.155490
0.033875 -0.762468
0.034000 0.030688
0.034125 0.744392
0.034250 1.066623
0.034375 0.622615
0.034500 0.110312
0.034625 -0.791761
0.034750 -1.068143
0.034875 -0.831199
0.035000 0.193746
0.035125 0.508532
0.035250 1.130956
0.035375 0.639703
0.035500 -0.124727
0.035625 -0.732506
0.035750 -0.816545
0.035875 -0.539534
0.036000 0.105939
0.036125 0.786739
0.036250 0.848457
0.036375 0.781416
0.036500 -0.046464
0.036625 -0.597404
0.036750 -0.822779
0.036875 -0.540605
0.037000 0.144770
0.037125 0.588521
0.037250 1.117463
0.037375 0.726326
0.037500 -0.081094
0.037625 -0.545133
0.037750 -0.836143
0.037875 -0.557513
0.038000 -0.000750
0.038125 0.737591
0.038250 0.865103
0.038375 0.616665
0.038500 0.145833
0.038625 -0.710139
0.038750 -1.014535
0.038875 -0.567536
0.039000 -0.001604
0.039125 0.623525
0.039250 0.872168
0.039375 0.780779
0.039500 0.091009
0.039625 -0.851484
0.039750 -0.958756
0.039875 -0.710135
0.040000 0.135248
0.040125 0.796813
0.040250 0.871283
0.040375 0.595885
0.040500 -0.000591
0.040625 -0.858597
0.040750 -1.144705
0.040875 -0.762934
0.041000 -0.070070
0.041125 0.879863
0.041250 1.163394
0.041375 0.755945
0.041500 0.134741
0.041625 -0.579858
0.041750 -1.001570
0.041875 -0.773113
0.042000 -0.042273
0.042125 0.770646
0.042250 1.043553
0.042375 0.610677
0.042500 -0.139511
0.042625 -0.878084
0.042750 -1.156861
0.042875 -0.648227
0.043000 -0.054552
0.043125 0.622414
0.043250 0.932554
0.043375 0.543565
0.043500 -0.029061
0.043625 -0.533313
0.043750 -0.966572
0.043875 -0.800916
0.044000 0.063497
0.044125 0.811810
0.044250 0.994971
0.044375 0.570022
0.044500 0.153210
0.044625 -0.656837
0.044750 -0.992914
0.044875 -0.823971
0.045000 0.023035
0.045125 0.677587
0.045250 1.131976
0.045375 0.664859
0.045500 -0.102263
0.045625 -0.776707
0.045750 -0.908256
0.045875 -0.651638
0.046000 0.193938
0.046125 0.642397
0.046250 1.159024
0.046375 0.561541
0.046500 -0.035692
0.046625 -0.904941
0.046750 -0.886687
0.046875 -0.597352
0.047000 -0.082539
0.047125 0.552976
0.047250 1.146214
0.047375 0.795505
0.047500 -0.180331
0.047625 -0.727471
0.047750 -0.805413
0.047875 -0.623951
0.048000 -0.115644
0.048125 0.696659
0.048250 1.146073
0.048375 0.544678
0.048500 -0.160185
0.048625 -0.753948
0.048750 -1.079295
0.048875 -0.644257
0.049000 0.123630
0.049125 0.559791
0.049250 0.820603
0.049375 0.528470
0.049500 -0.016912
0.049625 -0.594768
0.049750 -0.923169
0.049875 -0.730089
0.050000 -0.152351
0.050125 0.742958
0.050250 1.031454
0.050375 0.719068
0.050500 0.038007
0.050625 -0.762341
0.050750 -1.078286
0.050875 -0.551615
0.051000 -0.009372
0.051125 0.575040
0.051250 1.043892
0.051375 0.717398
0.051500 0.047570
0.051625 -0.668621
0.051750 -1.106537
0.051875 -0.575188
0.052000 -0.171957
0.052125 0.546639
0.052250 1.169491
0.052375 0.574967
0.052500 -0.007296
0.052625 -0.816913
0.052750 -0.869292
0.052875 -0.790771
0.053000 -0.057127
0.053125 0.858424
0.053250 0.937700
0.053375 0.833078
0.053500 0.063656
0.053625 -0.892570
0.053750 -1.097012
0.053875 -0.595807
0.054000 0.050394
0.054125 0.841547
0.054250 0.923263
0.054375 0.595509
0.054500 -0.120784
0.054625 -0.662134
0.054750 -1.156107
0.054875 -0.637259
0.055000 0.112903
0.055125 0.794900
0.055250 0.880141
0.055375 0.667588
0.055500 -0.073741
0.055625 -0.733499
0.055750 -1.107602
0.055875 -0.752809
0.056000 0.013149
0.056125 0.568997
0.056250 1.022159
0.056375 0.512936
0.056500 -0.047908
0.056625 -0.754245
0.056750 -1.077837
0.056875 -0.612136
0.057000 -0.095822
0.057125 0.766963
0.057250 1.020927
0.057375 0.874948
0.057500 0.074388
0.057625 -0.583190
0.057750 -0.920861
0.057875 -0.782327
0.058000 0.058345
0.058125 0.509511
0.058250 1.013184
0.058375 0.844666
0.058500 0.047383
0.058625 -0.650036
0.058750 -0.992594
0.058875 -0.746831
0.059000 -0.055136
0.059125 0.794648
0.059250 1.120759
0.059375 0.778235
0.059500 -0.138858
0.059625 -0.893949
0.059750 -1.174576
0.059875 -0.632817
0.060000 -0.124962
0.060125 0.754694
0.060250 1.080120
0.060375 0.734233
0.060500 -0.199548
0.060625 -0.904831
0.060750 -1.077904
0.060875 -0.802485
0.061000 0.062152
0.061125 0.850125
0.061250 0.872464
0.061375 0.643650
0.061500 0.066926
0.061625 -0.555503
0.061750 -0.938678
0.061875 -0.781812
0.062000 0.153999
0.062125 0.581618
0.062250 0.862856
0.062375 0.708484
0.062500 0.131583
0.062625 -0.636838
0.062750 -0.838332
0.062875 -0.830651
0.063000 -0.042185
0.063125 0.789531
0.063250 1.147570
0.063375 0.726049
0.063500 0.095571
0.063625 -0.534115
0.063750 -1.106752
0.063875 -0.536489
0.064000 0.020596
0.064125 0.880481
0.064250 0.997763
0.064375 0.728142
0.064500 0.175673
0.064625 -0.587259
0.064750 -0.874345
0.064875 -0.669311
0.065000 0.062865
0.065125 0.905242
0.065250 1.174341
0.065375 0.636922
0.065500 0.149732
0.065625 -0.671431
0.065750 -0.944892
0.065875 -0.603372
0.066000 0.110166
0.066125 0.825062
0.066250 0.905114
0.066375 0.748848
0.066500 -0.011778
0.066625 -0.840321
0.066750 -0.881804
0.066875 -0.561058
0.067000 0.149219
0.067125 0.772873
0.067250 0.964993
0.067375 0.751913
0.067500 0.038743
0.067625 -0.648871
0.067750 -0.984577
0.067875 -0.847780
0.068000 0.031632
0.068125 0.520301
0.068250 1.080364
0.068375 0.714372
0.068500 0.133061
0.068625 -0.701101
0.068750 -1.154941
0.068875 -0.711183
0.069000 0.004129
0.069125 0.526492
0.069250 1.125741
0.069375 0.660966
0.069500 0.055067
0.069625 -0.726247
0.069750 -1.142407
0.069875 -0.741867
0.070000 -0.101185
0.070125 0.669808
0.070250 0.806983
0.070375 0.794133
0.070500 0.029480
0.070625 -0.581927
0.070750 -0.966927
0.070875 -0.728425
0.071000 -0.009041
0.071125 0.905176
0.071250 0.823489
0.071375 0.536822
0.071500 0.056286
0.071625 -0.668203
0.071750 -1.110959
0.071875 -0.819198
0.072000 0.052078
0.072125 0.876524
0.072250 1.095175
0.072375 0.692250
0.072500 -0.024562
0.072625 -0.566856
0.072750 -0.818935
0.072875 -0.527540
0.073000 0.159628
0.073125 0.813900
0.073250 0.933428
0.073375 0.721797
0.073500 -0.112345
0.073625 -0.716079
0.073750 -0.820072
0.073875 -0.720628
0.074000 0.153733
0.074125 0.894015
0.074250 0.873506
0.074375 0.690306
0.074500 0.112077
0.074625 -0.600529
0.074750 -0.838087
0.074875 -0.804085
0.075000 0.104664
0.075125 0.892515
0.075250 0.932738
0.075375 0.668067
0.075500 0.024336
0.075625 -0.685338
0.075750 -0.951133
0.075875 -0.830699
0.076000 -0.008831
0.076125 0.651164
0.076250 1.061552
0.076375 0.873715
0.076500 -0.115714
0.076625 -0.664476
0.076750 -0.853827
0.076875 -0.863190
0.077000 -0.050580
0.077125 0.586699
0.077250 1.058608
0.077375 0.744174
0.077500 0.070618
0.077625 -0.668566
0.077750 -1.176456
0.077875 -0.682744
0.078000 0.025457
0.078125 0.604157
0.078250 0.807564
0.078375 0.644658
0.078500 -0.196387
0.078625 -0.537634
0.078750 -0.959429
0.078875 -0.598842
0.079000 0.154902
0.079125 0.880425
0.079250 0.869226
0.079375 0.686305
0.079500 -0.004894
0.079625 -0.589028
0.079750 -0.944396
0.079875 -0.520835
0.080000 -0.137877
0.080125 0.624247
0.080250 1.152882
0.080375 0.653514
0.080500 0.159777
0.080625 -0.608041
0.080750 -1.009678
0.080875 -0.797904
0.081000 0.178658
0.081125 0.556031
0.081250 1.146272
0.081375 0.756372
0.081500 0.087459
0.081625 -0.537289
0.081750 -1.126374
0.081875 -0.794209
0.082000 -0.133120
0.082125 0.588300
0.082250 1.050450
0.082375 0.577614
0.082500 -0.149353
0.082625 -0.816093
0.082750 -0.821230
0.082875 -0.901567
0.083000 -0.135690
0.083125 0.555114
0.083250 0.984739
0.083375 0.766527
0.083500 0.166102
0.083625 -0.866780
0.083750 -0.954309
0.083875 -0.878882
0.084000 -0.042509
0.084125 0.705667
0.084250 0.974634
0.084375 0.624371
0.084500 -0.102372
0.084625 -0.542143
0.084750 -0.973534
0.084875 -0.830812
0.085000 -0.186108
0.085125 0.679841
0.085250 1.125561
0.085375 0.808444
0.085500 -0.057459
0.085625 -0.507920
0.085750 -1.185733
0.085875 -0.697700
0.086000 -0.119603
0.086125 0.771829
0.086250 1.079915
0.086375 0.638162
0.086500 0.155759
0.086625 -0.648432
0.086750 -1.063407
0.086875 -0.887044
0.087000 0.106665
0.087125 0.828454
0.087250 1.079485
0.087375 0.779875
0.087500 0.161684
0.087625 -0.781917
0.087750 -0.899009
0.087875 -0.787928
0.088000 0.123745
0.088125 0.582723
0.088250 1.036444
0.088375 0.528473
0.088500 -0.159422
0.088625 -0.844192
0.088750 -1.102341
0.088875 -0.852625
0.089000 0.035657
0.089125 0.530327
0.089250 1.155821
0.089375 0.885322
0.089500 -0.177607
0.089625 -0.537023
0.089750 -1.012380
0.089875 -0.804329
0.090000 0.034827
0.090125 0.574650
0.090250 1.033834
0.090375 0.697654
0.090500 0.126238
0.090625 -0.536693
0.090750 -0.989391
0.090875 -0.674208
0.091000 0.091747
0.091125 0.597186
0.091250 0.905669
0.091375 0.760537
0.091500 0.015275
0.091625 -0.900436
0.091750 -0.827393
0.091875 -0.768080
0.092000 -0.117713
0.092125 0.716152
0.092250 0.960394
0.092375 0.629962
0.092500 0.071954
0.092625 -0.649051
0.092750 -1.022664
0.092875 -0.799514
0.093000 0.081288
0.093125 0.640266
0.093250 0.885810
0.093375 0.810802
0.093500 -0.096776
0.093625 -0.633684
0.093750 -1.193529
0.093875 -0.569065
0.094000 0.140944
0.094125 0.747424
0.094250 0.928591
0.094375 0.774293
0.094500 0.010746
0.094625 -0.567923
0.094750 -1.099916
0.094875 -0.804614
0.095000 -0.170713
0.095125 0.712847
0.095250 1.155925
0.095375 0.751665
0.095500 0.012414
0.095625 -0.578566
0.095750 -0.816417
0.095875 -0.612397
0.096000 -0.062411
0.096125 0.651080
0.096250 0.817566
0.096375 0.516637
0.096500 -0.197981
0.096625 -0.712206
0.096750 -1.082846
0.096875 -0.623815
0.097000 0.128076
0.097125 0.710076
0.097250 0.986988
0.097375 0.538419
0.097500 -0.123584
0.097625 -0.713657
0.097750 -0.830648
0.097875 -0.889753
0.098000 -0.166252
0.098125 0.605065
0.098250 1.084542
0.098375 0.751603
0.098500 -0.162847
0.098625 -0.522467
0.098750 -0.853012
0.098875 -0.840664
0.099000 -0.009624
0.099125 0.810010
0.099250 1.111002
0.099375 0.509890
0.099500 0.031442
0.099625 -0.612517
0.099750 -0.902509
0.099875 -0.538064
0.100000 -0.161429
0.100125 0.822163
0.100250 1.178574
0.100375 0.547714
0.100500 -0.090057
0.100625 -0.811382
0.100750 -0.876103
0.100875 -0.869100
0.101000 0.098714
0.101125 0.618001
0.101250 0.869320
0.101375 0.882198
0.101500 0.104363
0.101625 -0.868447
0.101750 -0.807557
0.101875 -0.568999
0.102000 -0.063396
0.102125 0.784077
0.102250 0.982606
0.102375 0.680863
0.102500 0.061617
0.102625 -0.777502
0.102750 -0.959803
0.102875 -0.855109
0.103000 -0.167493
0.103125 0.658299
0.103250 0.854782
0.103375 0.771046
0.103500 -0.154224
0.103625 -0.554831
0.103750 -0.967020
0.103875 -0.822778
0.104000 0.067344
0.104125 0.718663
0.104250 0.924937
0.104375 0.884408
0.104500 0.107262
0.104625 -0.858279
0.104750 -1.184694
0.104875 -0.701140
0.105000 -0.040301
0.105125 0.591744
0.105250 0.981060
0.105375 0.571174
0.105500 -0.076687
0.105625 -0.733619
0.105750 -1.197826
0.105875 -0.647191
0.106000 -0.149519
0.106125 0.691874
0.106250 0.833674
0.106375 0.819201
0.106500 0.114374
0.106625 -0.633228
0.106750 -0.835909
0.106875 -0.560217
0.107000 -0.174926
0.107125 0.525976
0.107250 1.010830
0.107375 0.577945
0.107500 0.171135
0.107625 -0.863298
0.107750 -1.044802
0.107875 -0.668644
0.108000 0.055381
0.108125 0.787248
0.108250 1.015765
0.108375 0.669762
0.108500 0.128993
0.108625 -0.676045
0.108750 -0.831380
0.108875 -0.818421
0.109000 0.115681
0.109125 0.656801
0.109250 0.952755
0.109375 0.546103
0.109500 0.123194
0.109625 -0.752163
0.109750 -0.901089
0.109875 -0.533430
0.110000 0.139705
0.110125 0.839682
0.110250 1.085773
0.110375 0.761179
0.110500 0.006453
0.110625 -0.657238
0.110750 -0.999039
0.110875 -0.675568
0.111000 0.068745
0.111125 0.518896
0.111250 1.102378
0.111375 0.747005
0.111500 -0.144415
0.111625 -0.849534
0.111750 -1.121641
0.111875 -0.596153
0.112000 0.137734
0.112125 0.801239
0.112250 0.873610
0.112375 0.773796
0.112500 -0.074785
0.112625 -0.864889
0.112750 -0.844627
0.112875 -0.866215
0.113000 -0.008102
0.113125 0.615219
0.113250 0.879890
0.113375 0.622198
0.113500 0.063063
0.113625 -0.528295
0.113750 -1.111233
0.113875 -0.704333
0.114000 0.111385
0.114125 0.881640
0.114250 0.856847
0.114375 0.624935
0.114500 0.024396
0.114625 -0.649296
0.114750 -0.850634
0.114875 -0.813951
0.115000 0.069612
0.115125 0.758853
0.115250 1.133022
0.115375 0.832318
0.115500 0.109301
0.115625 -0.895732
0.115750 -0.963837
0.115875 -0.660082
0.116000 0.105485
0.116125 0.816891
0.116250 0.913716
0.116375 0.537811
0.116500 0.152018
0.116625 -0.838034
0.116750 -1.128405
0.116875 -0.763191
0.117000 -0.022791
0.117125 0.658578
0.117250 1.059009
0.117375 0.547375
0.117500 -0.069714
0.117625 -0.559322
0.117750 -0.956960
0.117875 -0.865427
0.118000 0.122320
0.118125 0.806990
0.118250 0.959510
0.118375 0.653811
0.118500 -0.042315
0.118625 -0.798232
0.118750 -0.960142
0.118875 -0.879827
0.119000 0.160637
0.119125 0.679991
0.119250 1.152493
0.119375 0.777056
0.119500 -0.015716
0.119625 -0.718461
0.119750 -1.083027
0.119875 -0.817345
0.120000 -0.101588
0.120125 0.737809
0.120250 0.920468
0.120375 0.557539
0.120500 0.099788
0.120625 -0.715030
0.120750 -1.005654
0.120875 -0.830108
0.121000 0.143542
0.121125 0.560452
0.121250 0.917269
0.121375 0.580929
0.121500 -0.198871
0.121625 -0.546793
0.121750 -1.084499
0.121875 -0.583647
0.122000 0.060205
0.122125 0.782117
0.122250 0.870165
0.122375 0.525014
0.122500 0.183872
0.122625 -0.597087
0.122750 -1.154814
0.122875 -0.562612
0.123000 -0.117076
0.123125 0.904793
0.123250 1.014446
0.123375 0.774276
0.123500 -0.013647
0.123625 -0.575701
0.123750 -0.843070
0.123875 -0.622346
0.124000 -0.037906
0.124125 0.584488
0.124250 1.135194
0.124375 0.568988
0.124500 0.069466
0.124625 -0.777554
0.124750 -1.061121
0.124875 -0.694094
0.125000 -0.017104
0.125125 0.763280
0.125250 1.086837
0.125375 0.691122
0.125500 0.016496
0.125625 -0.904767
0.125750 -1.092526
0.125875 -0.830472
0.126000 0.077361
0.126125 0.684714
0.126250 0.894544
0.126375 0.768321
0.126500 -0.112310
0.126625 -0.767384
0.126750 -0.994259
0.126875 -0.736550
0.127000 -0.062567
0.127125 0.527271
0.127250 0.837728
0.127375 0.830819
0.127500 0.151620
0.127625 -0.512465
0.127750 -0.991496
0.127875 -0.793394
0.128000 -0.127907
0.128125 0.650792
0.128250 0.975596
0.128375 0.848648
0.128500 0.073242
0.128625 -0.592656
0.128750 -1.045480
0.128875 -0.850962
0.129000 -0.029421
0.129125 0.548459
0.129250 1.040162
0.129375 0.894203
0.129500 -0.156317
0.129625 -0.559438
0.129750 -1.136270
0.129875 -0.586046
0.130000 -0.074755
0.130125 0.665385
0.130250 0.982276
0.130375 0.720053
0.130500 0.097980
0.130625 -0.519066
0.130750 -0.816499
0.130875 -0.871667
0.131000 -0.191814
0.131125 0.528350
0.131250 1.159153
0.131375 0.866916
0.131500 -0.184149
0.131625 -0.739434
0.131750 -1.126480
0.131875 -0.819195
0.132000 0.111352
0.132125 0.756246
0.132250 0.829455
0.132375 0.691694
0.132500 -0.036364
0.132625 -0.723126
0.132750 -0.959269
0.132875 -0.572914
0.133000 0.025339
0.133125 0.588031
0.133250 1.121291
0.133375 0.776113
0.133500 -0.171439
0.133625 -0.522090
0.133750 -1.009934
0.133875 -0.753314
0.134000 -0.056685
0.134125 0.879423
0.134250 1.166740
0.134375 0.548378
0.134500 0.160378
0.134625 -0.556877
0.134750 -1.123291
0.134875 -0.538547
0.135000 0.171505
0.135125 0.542952
0.135250 1.128370
0.135375 0.894495
0.135500 0.003526
0.135625 -0.905237
0.135750 -1.124701
0.135875 -0.792224
0.136000 0.051054
0.136125 0.611854
0.136250 1.099471
0.136375 0.521727
0.136500 0.088723
0.136625 -0.766935
0.136750 -0.851189
0.136875 -0.793031
0.137000 0.021061
0.137125 0.777210
0.137250 1.183084
0.137375 0.756743
0.137500 0.055104
0.137625 -0.733930
0.137750 -1.196573
0.137875 -0.508665
0.138000 -0.054531
0.138125 0.877285
0.138250 0.839714
0.138375 0.612960
0.138500 0.120378
0.138625 -0.790666
0.138750 -1.125589
0.138875 -0.615258
0.139000 -0.047724
0.139125 0.509908
0.139250 1.079239
0.139375 0.862906
0.139500 -0.195372
0.139625 -0.552560
0.139750 -1.129320
0.139875 -0.651451
0.140000 -0.140704
0.140125 0.877287
0.140250 1.070278
0.140375 0.855114
0.140500 -0.089610
0.140625 -0.688018
0.140750 -1.137919
0.140875 -0.575672
0.141000 -0.110792
0.141125 0.552243
0.141250 0.981072
0.141375 0.851397
0.141500 0.018338
0.141625 -0.722616
0.141750 -0.857270
0.141875 -0.543307
0.142000 -0.045303
0.142125 0.889532
0.142250 0.869654
0.142375 0.582152
0.142500 -0.101122
0.142625 -0.763059
0.142750 -0.833042
0.142875 -0.655951
0.143000 -0.053111
0.143125 0.753293
0.143250 1.006956
0.143375 0.658651
0.143500 0.000733
0.143625 -0.629497
0.143750 -1.192801
0.143875 -0.647068
0.144000 0.047749
0.144125 0.784582
0.144250 1.008047
0.144375 0.865264
0.144500 -0.103448
0.144625 -0.636949
0.144750 -0.910410
0.144875 -0.721328
0.145000 0.115266
0.145125 0.577777
0.145250 0.930071
0.145375 0.640720
0.145500 0.055136
0.145625 -0.834284
0.145750 -1.102589
0.145875 -0.897246
0.146000 -0.144768
0.146125 0.674189
0.146250 0.884907
0.146375 0.661217
0.146500 0.111091
0.146625 -0.855229
0.146750 -1.194735
0.146875 -0.849155
0.147000 0.098061
0.147125 0.719353
0.147250 1.009498
0.147375 0.605892
0.147500 -0.110102
0.147625 -0.690406
0.147750 -0.841178
0.147875 -0.569479
0.148000 -0.105814
0.148125 0.673944
0.148250 1.095787
0.148375 0.697827
0.148500 -0.162974
0.148625 -0.721736
0.148750 -0.823503
0.148875 -0.554825
0.149000 0.056064
0.149125 0.613652
0.149250 0.885896
0.149375 0.618280
0.149500 -0.020615
0.149625 -0.723814
0.149750 -1.078968
0.149875 -0.672492
0.150000 0.150410
0.150125 0.713033
0.150250 1.188727
0.150375 0.768639
0.150500 0.057808
0.150625 -0.513139
0.150750 -0.880518
0.150875 -0.751231
0.151000 0.006169
0.151125 0.636083
0.151250 1.054663
0.151375 0.803196
0.151500 0.145668
0.151625 -0.693655
0.151750 -0.966285
0.151875 -0.867236
0.152000 0.180323
0.152125 0.636613
0.152250 1.030592
0.152375 0.524468
0.152500 0.114856
0.152625 -0.699993
0.152750 -0.830358
0.152875 -0.736161
0.153000 0.113639
0.153125 0.562658
0.153250 1.082120
0.153375 0.600134
0.153500 0.038810
0.153625 -0.903939
0.153750 -0.872359
0.153875 -0.717918
0.154000 0.009086
0.154125 0.823497
0.154250 0.850722
0.154375 0.573995
0.154500 0.110405
0.154625 -0.536896
0.154750 -0.977237
0.154875 -0.790555
0.155000 -0.100808
0.155125 0.584564
0.155250 0.812643
0.155375 0.551952
0.155500 0.090943
0.155625 -0.660752
0.155750 -1.115286
0.155875 -0.635854
0.156000 0.175880
0.156125 0.822387
0.156250 1.088616
0.156375 0.797819
0.156500 -0.077585
0.156625 -0.648861
0.156750 -1.138343
0.156875 -0.871058
0.157000 0.113829
0.157125 0.850866
0.157250 0.929078
0.157375 0.659779
0.157500 0.146936
0.157625 -0.850409
0.157750 -0.858141
0.157875 -0.751080
0.158000 0.173132
0.158125 0.899680
0.158250 1.022917
0.158375 0.790575
0.158500 0.162781
0.158625 -0.861457
0.158750 -1.199981
0.158875 -0.845121
0.159000 -0.076930
0.159125 0.519769
0.159250 0.906833
0.159375 0.521136
0.159500 0.059001
0.159625 -0.715532
0.159750 -0.914720
0.159875 -0.672204
0.160000 -0.093169
0.160125 0.681013
0.160250 0.925617
0.160375 0.736360
0.160500 -0.167877
0.160625 -0.719814
0.160750 -0.934699
0.160875 -0.561190
0.161000 -0.068959
0.161125 0.901504
0.161250 0.898590
0.161375 0.585081
0.161500 -0.148946
0.161625 -0.866648
0.161750 -0.966001
0.161875 -0.882947
0.162000 -0.166966
0.162125 0.564051
0.162250 1.107630
0.162375 0.902910
0.162500 -0.097367
0.162625 -0.599458
0.162750 -1.142213
0.162875 -0.681421
0.163000 0.120326
0.163125 0.671698
0.163250 1.039716
0.163375 0.686413
0.163500 0.156193
0.163625 -0.782119
0.163750 -1.185792
0.163875 -0.844091
0.164000 0.098921
0.164125 0.646912
0.164250 1.092271
0.164375 0.838121
0.164500 0.127111
0.164625 -0.749553
0.164750 -0.923005
0.164875 -0.848954
0.165000 -0.048009
0.165125 0.882681
0.165250 0.936128
0.165375 0.710179
0.165500 -0.183966
0.165625 -0.537006
0.165750 -0.972770
0.165875 -0.858029
0.166000 -0.172997
0.166125 0.641965
0.166250 0.844882
0.166375 0.636762
